,Name,Borough,Latitude,Longitude
51,Brighton Beach,BROOKLYN,40.576825065666085,-73.96509448785343
52,Sheepshead Bay,BROOKLYN,40.58689012678388,-73.94318640482987
53,Manhattan Terrace,BROOKLYN,40.61443251335102,-73.95743840559946
54,Flatbush,BROOKLYN,40.63632589026681,-73.95840106533912
55,Crown Heights,BROOKLYN,40.67082917695298,-73.9432911907359
56,East Flatbush,BROOKLYN,40.64171776668965,-73.93610256185843
57,Kensington,BROOKLYN,40.64238195800357,-73.98042110559481
58,Windsor Terrace,BROOKLYN,40.65694583575108,-73.98007340430179
59,Prospect Heights,BROOKLYN,40.67682226225477,-73.96485924262697
60,Brownsville,BROOKLYN,40.66394994339758,-73.91023536176615
61,Williamsburg,BROOKLYN,40.70714439344255,-73.95811529220936
62,Bushwick,BROOKLYN,40.69811611017905,-73.92525797487053
63,Bedford Stuyvesant,BROOKLYN,40.6872316077205,-73.94178488690304
64,Brooklyn Heights,BROOKLYN,40.69586372272413,-73.99378225496432
65,Cobble Hill,BROOKLYN,40.68791972248561,-73.9985613921847
66,Carroll Gardens,BROOKLYN,40.68213188564184,-74.00037274122076
67,Red Hook,BROOKLYN,40.67625323025092,-74.01275897473568
68,Gowanus,BROOKLYN,40.6739311431872,-73.99444087145346
69,Fort Greene,BROOKLYN,40.688527260189815,-73.97290574369099
70,Park Slope,BROOKLYN,40.672320522682014,-73.97705030183931
71,Cypress Hills,BROOKLYN,40.6846357939163,-73.87583132262635
72,East New York,BROOKLYN,40.66992570084708,-73.88069863917373
73,Starrett City,BROOKLYN,40.64758905230878,-73.87936970045882
74,Canarsie,BROOKLYN,40.63556432797432,-73.90209269778973
75,Flatlands,BROOKLYN,40.6304460437575,-73.92911302644681
76,Mill Island,BROOKLYN,40.60633642168567,-73.90818571777432
77,Manhattan Beach,BROOKLYN,40.57791350308661,-73.94353722891894
78,Coney Island,BROOKLYN,40.57429256471605,-73.98868295821644
79,Bath Beach,BROOKLYN,40.599518702822415,-73.99875221443526
80,Borough Park,BROOKLYN,40.63313051275805,-73.99049823044818
81,Dyker Heights,BROOKLYN,40.61921945772268,-74.01931375636029
82,Gerritsen Beach,BROOKLYN,40.59084843390208,-73.93010170691203
83,Marine Park,BROOKLYN,40.60974777989464,-73.93134404108504
84,Clinton Hill,BROOKLYN,40.69322942188155,-73.96784306216374
85,Sea Gate,BROOKLYN,40.576375378902284,-74.00787311200247
86,Downtown,BROOKLYN,40.69084402109806,-73.98346337431106
87,Boerum Hill,BROOKLYN,40.687241380657376,-73.98357724689187
88,Prospect Lefferts Gardens,BROOKLYN,40.65842001746986,-73.9548986707772
89,Ocean Hill,BROOKLYN,40.6784025547954,-73.91306831787404
90,City Line,BROOKLYN,40.678569957274824,-73.86797598081343
91,Bergen Beach,BROOKLYN,40.615149550453125,-73.89855633630324
92,Midwood,BROOKLYN,40.62559589869847,-73.95759523489846
93,Prospect Park South,BROOKLYN,40.64700860318523,-73.96261316716055
94,Georgetown,BROOKLYN,40.623845244784235,-73.91607483951331
95,Spring Creek,BROOKLYN,40.65713927658277,-73.86998779106547
96,East Williamsburg,BROOKLYN,40.70849241041552,-73.93885815269203
97,North Side,BROOKLYN,40.714822906532056,-73.95880857587589
98,South Side,BROOKLYN,40.710861472650684,-73.95800095153338
99,Navy Yard,BROOKLYN,40.698790872180545,-73.97164435527614
100,Ocean Parkway,BROOKLYN,40.61305976667946,-73.96836678035548
101,Fort Hamilton,BROOKLYN,40.6147681269423,-74.0319791453799
102,Chinatown,MANHATTAN,40.715618422314364,-73.99427936255985
103,Washington Heights,MANHATTAN,40.85190252555309,-73.93690027985242
104,Inwood,MANHATTAN,40.86768396449919,-73.92121042203905
105,Hamilton Heights,MANHATTAN,40.82360428481197,-73.94968791883373
106,Manhattanville,MANHATTAN,40.81693442949784,-73.95738539351888
107,Central Harlem,MANHATTAN,40.81597606742418,-73.94321112603912
108,East Harlem,MANHATTAN,40.79224946663037,-73.94418223148531
109,Upper East Side,MANHATTAN,40.77563857330185,-73.96050763135007
110,Yorkville,MANHATTAN,40.77592984988492,-73.94711784471833
111,Lenox Hill,MANHATTAN,40.76811265828737,-73.95885968813766
112,Roosevelt Island,MANHATTAN,40.762403730702246,-73.9494705736962
113,Upper West Side,MANHATTAN,40.7876579985349,-73.9770592363061
114,Lincoln Square,MANHATTAN,40.773528889421705,-73.9853377700127
115,Clinton,MANHATTAN,40.758333686906404,-73.99640768221386
116,Midtown,MANHATTAN,40.75469110270627,-73.98166882730311
117,Murray Hill,MANHATTAN,40.74830307725222,-73.97833207924134
118,Chelsea,MANHATTAN,40.74403470674802,-74.0031163347282
119,Greenwich Village,MANHATTAN,40.72693288536132,-73.99991402945909
120,East Village,MANHATTAN,40.72784677727029,-73.98222616506425
121,Lower East Side,MANHATTAN,40.71780674892769,-73.98089031999298
122,Tribeca,MANHATTAN,40.72152196744325,-74.01068328559094
123,Little Italy,MANHATTAN,40.71932379395911,-73.9973046720808
124,Soho,MANHATTAN,40.72218384131798,-74.00065666959766
125,West Village,MANHATTAN,40.734433935724375,-74.00617998126819
126,Manhattan Valley,MANHATTAN,40.7973070417029,-73.96428617740662
127,Morningside Heights,MANHATTAN,40.80799973816586,-73.96389627905339
128,Gramercy,MANHATTAN,40.737209832715045,-73.98137594833548
129,Battery Park City,MANHATTAN,40.71193198394569,-74.01686930508625
130,Financial District,MANHATTAN,40.70710710727052,-74.01066544521277
131,Astoria,QUEENS,40.768508593354966,-73.91565374304241
132,Woodside,QUEENS,40.746349088602265,-73.90184166838291
133,Jackson Heights,QUEENS,40.751981380073715,-73.88282109164372
134,Elmhurst,QUEENS,40.744048505122066,-73.88165622288396
135,Howard Beach,QUEENS,40.6542252773849,-73.83813764600289
136,South Corona,QUEENS,40.7423817501567,-73.85682497345266
137,Forest Hills,QUEENS,40.725263782165065,-73.8444750078899
138,Kew Gardens,QUEENS,40.705179035414844,-73.8298190582571
139,Richmond Hill,QUEENS,40.69794731471767,-73.83183321446894
140,Downtown Flushing,QUEENS,40.76116362081876,-73.82936758711861
141,Long Island City,QUEENS,40.75021734610532,-73.93920223915512
142,Sunnyside,QUEENS,40.74017628351928,-73.92691617561584
143,East Elmhurst,QUEENS,40.764073238830946,-73.86704147658779
144,Maspeth,QUEENS,40.72542737409365,-73.89621713626867
145,Ridgewood,QUEENS,40.70832315613862,-73.90143517559596
146,Glendale,QUEENS,40.702762429678415,-73.87074167435614
147,Rego Park,QUEENS,40.72897409480739,-73.85782686905377
148,Woodhaven,QUEENS,40.689886879157925,-73.85811046554328
149,Ozone Park,QUEENS,40.68070846826546,-73.84320266173454
150,South Ozone Park,QUEENS,40.66854957767199,-73.80986478649048
151,College Point,QUEENS,40.78490274926025,-73.84304528896132
152,Whitestone,QUEENS,40.781290766026984,-73.8142021661087
153,Bayside,QUEENS,40.76604063281068,-73.77427363068676
154,Auburndale,QUEENS,40.761729549032665,-73.79176243728068
155,Little Neck,QUEENS,40.77082619282674,-73.73889775580747
156,Douglaston,QUEENS,40.766846097907674,-73.74249820727337
157,Glen Oaks,QUEENS,40.74944079974336,-73.71548118999152
158,Bellerose,QUEENS,40.72857318176679,-73.7201281482691
159,Kew Gardens Hills,QUEENS,40.72257824422808,-73.82087764933573
160,Fresh Meadows,QUEENS,40.734394465331334,-73.78271337003271
161,Briarwood,QUEENS,40.710935472522756,-73.81174822458641
162,Jamaica Center,QUEENS,40.704657360687214,-73.79690165888296
163,Oakland Gardens,QUEENS,40.74561857141858,-73.75494976234339
164,Queens Village,QUEENS,40.7188930921674,-73.73871484578433
165,Hollis,QUEENS,40.71124344191908,-73.75925009335602
166,South Jamaica,QUEENS,40.69691125378992,-73.79042613135549
167,St. Albans,QUEENS,40.69444538522363,-73.75867603727725
168,Rochdale,QUEENS,40.675211395917366,-73.77258787620913
169,Springfield Gardens,QUEENS,40.666230490368626,-73.76042092682295
170,Cambria Heights,QUEENS,40.69277463916089,-73.73526873708033
171,Rosedale,QUEENS,40.65981643342812,-73.73526079428285
172,Far Rockaway,QUEENS,40.60313443250093,-73.7549796804388
173,Broad Channel,QUEENS,40.603026583512424,-73.82005489110327
174,Breezy Point,QUEENS,40.557401288454564,-73.92551196994177
175,Steinway,QUEENS,40.77592301564293,-73.90228960391681
176,Beechhurst,QUEENS,40.792781403600515,-73.80436451720996
177,Bay Terrace,QUEENS,40.7828428062456,-73.77680222621588
178,Edgemere,QUEENS,40.59564180736854,-73.77613282391712
179,Arverne,QUEENS,40.58914394372975,-73.7919923313695
180,Seaside,QUEENS,40.58280169684563,-73.82236121088758
181,Neponsit,QUEENS,40.57203673021705,-73.85754672410836
182,Murray Hill,QUEENS,40.7641261226141,-73.81276269135873
183,Floral Park,QUEENS,40.74137842194548,-73.70884705889253
184,Holliswood,QUEENS,40.720957207644446,-73.76714166714736
185,Jamaica Estates,QUEENS,40.716804830146174,-73.78722696936667
186,Queensboro Hill,QUEENS,40.744572309286745,-73.82580915110566
187,Hillcrest,QUEENS,40.72382490182924,-73.79760300912679
188,Ravenswood,QUEENS,40.76170452605419,-73.93157506072886
189,Lindenwood,QUEENS,40.66391841925143,-73.84963782402448
190,Laurelton,QUEENS,40.667883896602504,-73.74025607989829
191,Lefrak City,QUEENS,40.73607457083084,-73.86252471413746
192,Belle Harbor,QUEENS,40.57615556543113,-73.85401750392529
193,Rockaway Park,QUEENS,40.58034295646135,-73.84153370226193
194,Somerville,QUEENS,40.59771061565772,-73.79664750844056
195,Brookville,QUEENS,40.66000322733616,-73.7517531073116
196,Bellaire,QUEENS,40.73301404027838,-73.73889198912488
197,North Corona,QUEENS,40.75407099904894,-73.85751790676454
198,Forest Hills Gardens,QUEENS,40.71461108151174,-73.84102211234017
199,St. George,STATEN ISLAND,40.64498157100444,-74.07935312512804
200,New Brighton,STATEN ISLAND,40.64061455913515,-74.08701650516633
201,Stapleton,STATEN ISLAND,40.6269276253818,-74.07790192660073
202,Rosebank,STATEN ISLAND,40.61530494652765,-74.06980526716148
203,West Brighton,STATEN ISLAND,40.63187892654611,-74.10718178265617
204,Grymes Hill,STATEN ISLAND,40.62418479131304,-74.08724819983736
205,Todt Hill,STATEN ISLAND,40.59706851814676,-74.11132881800887
206,South Beach,STATEN ISLAND,40.5802474135096,-74.07955292539827
207,Port Richmond,STATEN ISLAND,40.63366930554369,-74.12943426797015
208,Mariner's Harbor,STATEN ISLAND,40.63254639048117,-74.15008537046988
209,Port Ivory,STATEN ISLAND,40.63968297845546,-74.17464532993549
210,Castleton Corners,STATEN ISLAND,40.613335937667465,-74.1191805853485
211,New Springville,STATEN ISLAND,40.59425237916174,-74.16496031329834
212,Travis,STATEN ISLAND,40.58631375103285,-74.19073717538123
213,New Dorp,STATEN ISLAND,40.57257231820636,-74.11647943606387
214,Oakwood,STATEN ISLAND,40.558462243288844,-74.12156593771904
215,Great Kills,STATEN ISLAND,40.54948022871365,-74.14932381490999
216,Eltingville,STATEN ISLAND,40.54223074745079,-74.16433080419367
217,Annadale,STATEN ISLAND,40.538114174745104,-74.17854866165885
218,Woodrow,STATEN ISLAND,40.53745265012707,-74.22135055371616
219,Tottenville,STATEN ISLAND,40.505333761156464,-74.24656934235291
220,Tompkinsville,STATEN ISLAND,40.63731606711036,-74.08055351790122
221,Silver Lake,STATEN ISLAND,40.619193107926804,-74.09629029235465
222,Sunnyside,STATEN ISLAND,40.612760157564935,-74.09712552178537
223,Ditmas Park,BROOKLYN,40.64367518334101,-73.96101312466787
224,Wingate,BROOKLYN,40.660946561881154,-73.93718680559321
225,Rugby,BROOKLYN,40.65557231328081,-73.92688212616963
226,Park Hill,STATEN ISLAND,40.60919044434562,-74.08015734936303
227,Westerleigh,STATEN ISLAND,40.62109047275413,-74.13304143951713
228,Graniteville,STATEN ISLAND,40.62017151223193,-74.1531524638777
229,Arlington,STATEN ISLAND,40.63532509911496,-74.16510420241131
230,Arrochar,STATEN ISLAND,40.596312571276776,-74.06712363225581
231,Grasmere,STATEN ISLAND,40.59826835959995,-74.07667436279057
232,Old Town,STATEN ISLAND,40.596328913795176,-74.08751118005587
233,Dongan Hills,STATEN ISLAND,40.58867294819932,-74.09639905312528
234,Midland Beach,STATEN ISLAND,40.573526905742874,-74.09348266303599
235,Grant City,STATEN ISLAND,40.57621558711792,-74.10585598545441
236,New Dorp Beach,STATEN ISLAND,40.56425549307338,-74.10432707469131
237,Bay Terrace,STATEN ISLAND,40.55398800858466,-74.13916622175775
238,Huguenot,STATEN ISLAND,40.53191192048964,-74.19174105747821
239,Pleasant Plains,STATEN ISLAND,40.52469937611818,-74.21983106616784
240,Butler Manor,STATEN ISLAND,40.506081653463085,-74.22950350260034
241,Charleston,STATEN ISLAND,40.530531482833176,-74.23215775896533
242,Rossville,STATEN ISLAND,40.549404006500765,-74.21572851113959
243,Arden Heights,STATEN ISLAND,40.549285822783254,-74.185886745839
244,Greenridge,STATEN ISLAND,40.559712496342954,-74.19150620964295
245,Heartland Village,STATEN ISLAND,40.589138948752854,-74.15902208156608
246,Chelsea,STATEN ISLAND,40.59472602746298,-74.18956045519697
247,Bloomfield,STATEN ISLAND,40.60577868452362,-74.18725638381574
248,Bulls Head,STATEN ISLAND,40.60959180042034,-74.15940948657129
249,Carnegie Hill,MANHATTAN,40.78268256712574,-73.95325646837121
250,Noho,MANHATTAN,40.72325901885772,-73.98843368023604
251,Civic Center,MANHATTAN,40.715228920462856,-74.00541529873362
252,Midtown South,MANHATTAN,40.748509664312245,-73.98871313285254
253,Richmond Town,STATEN ISLAND,40.56960594275509,-74.13405729862578
254,Shore Acres,STATEN ISLAND,40.609719340792886,-74.06667766061778
255,Clifton,STATEN ISLAND,40.61917845202847,-74.07264244548406
256,Concord,STATEN ISLAND,40.604473189687944,-74.08402364740365
257,Emerson Hill,STATEN ISLAND,40.606794394801035,-74.09776206972529
258,Randall Manor,STATEN ISLAND,40.63563000681155,-74.09805062373894
259,Howland Hook,STATEN ISLAND,40.638432837947995,-74.1862233174983
260,Elm Park,STATEN ISLAND,40.63014674119387,-74.14181678968897
261,Remsen Village,BROOKLYN,40.65211745179353,-73.91665331978055
262,New Lots,BROOKLYN,40.66274427969663,-73.885117763793
263,Paerdegat Basin,BROOKLYN,40.63131755039671,-73.90233474295843
264,Mill Basin,BROOKLYN,40.615974239623405,-73.9151539155041
265,Jamaica Hills,QUEENS,40.71145964370486,-73.796464620816
266,Utopia,QUEENS,40.7335002542976,-73.79671678028357
267,Pomonok,QUEENS,40.73493618075482,-73.80486120040544
268,Astoria Heights,QUEENS,40.770317392998244,-73.89467996270581
269,Claremont Village,BRONX,40.83142834161551,-73.90119903387674
270,Concourse Village,BRONX,40.82478049084294,-73.91584652759016
271,Mount Eden,BRONX,40.843826176716576,-73.91655551964426
272,Mount Hope,BRONX,40.84884160724669,-73.90829930881995
273,Sutton Place,MANHATTAN,40.76028033131378,-73.9635561409431
274,Hunters Point,QUEENS,40.74341409007358,-73.95386782130753
275,Turtle Bay,MANHATTAN,40.75204236950726,-73.96770824581843
276,Tudor City,MANHATTAN,40.74691741074023,-73.97121928722272
277,Stuyvesant Town,MANHATTAN,40.73099955477065,-73.9740517046921
278,Flatiron,MANHATTAN,40.73967304763847,-73.99094710528267
279,Sunnyside Gardens,QUEENS,40.745651806080794,-73.9181928643169
280,Blissville,QUEENS,40.73725071694501,-73.93244235260185
281,Fulton Ferry,BROOKLYN,40.70328109093018,-73.99550751888422
282,Vinegar Hill,BROOKLYN,40.703321498828785,-73.981116035924
283,Weeksville,BROOKLYN,40.67503986503241,-73.93053108817347
284,Broadway Junction,BROOKLYN,40.67786104769535,-73.90331684852606
285,Dumbo,BROOKLYN,40.70317632822696,-73.98875280745047
286,Manor Heights,STATEN ISLAND,40.60180957631448,-74.12059399718008
287,Willowbrook,STATEN ISLAND,40.60370692627375,-74.13208447484305
288,Sandy Ground,STATEN ISLAND,40.5411399220918,-74.21776636068574
289,Egbertville,STATEN ISLAND,40.579118742961256,-74.12727240604953
290,Roxbury,QUEENS,40.567375889570364,-73.89213760232829
291,Homecrest,BROOKLYN,40.59852509513729,-73.9591845942871
292,Middle Village,QUEENS,40.71641451115823,-73.8811431920061
293,Prince's Bay,STATEN ISLAND,40.526264067348166,-74.20152556457666
294,Lighthouse Hill,STATEN ISLAND,40.576506293794935,-74.13792663771576
295,Richmond Valley,STATEN ISLAND,40.519541457489126,-74.22957080626948
296,Malba,QUEENS,40.790601556701525,-73.8266775713865
297,Highland Park,BROOKLYN,40.68248551101694,-73.8902809854761
298,Madison,BROOKLYN,40.609377701137696,-73.948415153289
